"","Mouse.gene.stable.ID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1","ENSMUSG00000001270",2764.49569097589,-1.21046407399303,0.118637812421226,1.02771303976014e-25,1.27766753264465e-22
"2","ENSMUSG00000002910",620.901943942227,-1.53014684173695,0.160192650518187,6.46006772165023e-23,6.61396933501896e-20
"3","ENSMUSG00000003273",104.713572705477,-1.38923677590913,0.262877684300062,6.00943299674731e-09,8.04570625449131e-07
"4","ENSMUSG00000003410",46.540989131637,-1.30239033965219,0.515187474110445,0.000373132874814939,0.00900745864931209
"5","ENSMUSG00000004558",3760.79541317991,-1.10268494783456,0.115999824340589,1.06482414472898e-22,1.02962579105599e-19
"6","ENSMUSG00000005716",680.059847313039,-1.92885613676374,0.653706502762518,9.78627015735502e-05,0.00309128914861641
"7","ENSMUSG00000006200",49.1084273106572,-1.28481329723734,0.458154511982562,0.000178025096338567,0.00498957617032651
"8","ENSMUSG00000006724",510.073806231906,-1.15755452726991,0.428463111107374,0.000233956652884503,0.00620734076746156
"9","ENSMUSG00000009628",30.8850145003538,-1.35433031955367,0.551215221139279,0.000449242866110317,0.0104945477922063
"10","ENSMUSG00000015957",40.2342890872667,-2.56283893319065,0.494137353057496,1.02467517697349e-08,1.26485613157615e-06
"11","ENSMUSG00000019970",5122.94817985009,-1.1479807151387,0.16736693878442,3.84163435511452e-13,1.07844590243174e-10
"12","ENSMUSG00000020019",2341.38899104535,-1.17898909961832,0.0855638518448804,1.89398957972886e-44,8.24122215879522e-41
"13","ENSMUSG00000020108",2252.81361906292,-2.6183375693131,0.204417122677834,5.79603789501254e-39,1.68133399271155e-35
"14","ENSMUSG00000020798",92.5021893107434,-2.07066784042554,0.44037816294332,1.09297085565792e-07,9.85655841592029e-06
"15","ENSMUSG00000021453",2061.25760659338,-2.16909918931809,0.260991581409942,4.44803192472745e-18,2.76492841606719e-15
"16","ENSMUSG00000021639",885.426608895992,-1.44632336176887,0.120450575432019,1.69059793266924e-34,3.67810712726353e-31
"17","ENSMUSG00000027674",52.207197713387,-2.30946381417535,0.365885158480251,1.45681431799299e-11,3.20960167147695e-09
"18","ENSMUSG00000027967",61.8478259616506,-2.38495191165401,0.63255142286059,6.0138085339766e-06,0.000306951136462941
"19","ENSMUSG00000028680",2014.83300042101,-1.50405453696826,0.874469468879592,0.00166872634654101,0.0287057321993749
"20","ENSMUSG00000029819",66.8644842880592,-1.20926936439661,0.589697070348158,0.00108699586264535,0.0205511423582878
"21","ENSMUSG00000032564",408.852644988508,-1.20829605162602,0.276714034474394,5.60818576586058e-07,4.03349063036378e-05
"22","ENSMUSG00000034462",9195.83031406237,-1.49870272945623,0.0881576011787394,4.29959954597824e-66,3.74172650488756e-62
"23","ENSMUSG00000036892",1397.85108861116,-1.44421875055179,0.166028172876,1.46501245157347e-19,1.21421627236363e-16
"24","ENSMUSG00000037904",347.617743569314,-1.10894691714399,0.257045687918974,7.28363848173451e-07,5.03062411803925e-05
"25","ENSMUSG00000039954",322.445046831681,-1.28945770683575,0.169566558650396,1.47533492862201e-15,5.34962592347211e-13
"26","ENSMUSG00000040466",748.112285556856,-1.30119992498548,0.20070636460947,4.40548961378347e-12,9.83045470870529e-10
"27","ENSMUSG00000041782",2225.21454995843,-1.37853785958329,0.242514785561707,6.20680889455638e-10,1.09120715969448e-07
"28","ENSMUSG00000042662",393.136058266619,-1.52844814695286,0.301031042958007,1.70277044637534e-08,1.94978418547123e-06
"29","ENSMUSG00000043192",127.575381738513,-4.12483436772156,0.350551398632345,4.21299864290282e-33,8.14747126441373e-30
"30","ENSMUSG00000048988",237.006522212611,-1.23804386709421,0.18182806387035,5.05443304576987e-13,1.37456886190038e-10
"31","ENSMUSG00000051832",62.2986963971245,-1.16996908558,0.463737570219107,0.000387835750704175,0.00925964504939118
"32","ENSMUSG00000052396",629.963384954325,-1.4437034014634,0.308938195304651,1.28697117498939e-07,1.14870427183027e-05
"33","ENSMUSG00000053303",1694.93452052278,-1.14283745674472,0.284172259279762,2.58589812490352e-06,0.000150526946033263
"34","ENSMUSG00000054545",954.102989660847,-1.24720352843547,0.168491443347794,6.84266373855647e-15,2.33522671312893e-12
"35","ENSMUSG00000055095",109.6840214589,-7.62913971175059,0.903467239420731,4.12991610067582e-17,1.99669971478508e-14
"36","ENSMUSG00000056501",1502.02828570746,-1.24169681477805,0.276039689987185,3.04508831986355e-07,2.42008046608334e-05
"37","ENSMUSG00000058248",151.363107142916,-1.61117053396734,0.414025918482505,3.9262975285228e-06,0.000217634421923374
"38","ENSMUSG00000060177",391.389189609336,-6.26566054250968,0.77858717503195,3.92198704217254e-17,1.95034812768609e-14
"39","ENSMUSG00000061718",1651.51544682664,-1.4405304229599,0.084228819849931,7.07842787394727e-67,1.23200037146052e-62
"40","ENSMUSG00000066315",13.9245028154305,-7.77089040559552,2.75391752103471,6.99342777456938e-08,6.91594377365795e-06
"41","ENSMUSG00000068323",53.3079150869304,-1.33025011289843,0.371154003598739,1.41069564082199e-05,0.000626622477583345
"42","ENSMUSG00000071637",460.93724451333,-1.24825941081435,0.237299434698382,6.75712413311981e-09,8.71168485458892e-07
"43","ENSMUSG00000073640",56.8780831419734,-10.3033536378294,2.96889440172282,3.00290453899429e-14,9.50282790930828e-12
"44","ENSMUSG00000074254",20264.6939625963,-2.03995043866592,0.431289536880133,9.03508420083664e-08,8.45460432879364e-06
"45","ENSMUSG00000074398",91.7404675952666,-1.41279889145168,0.312700479027895,2.79160483277603e-07,2.23907290850077e-05
"46","ENSMUSG00000074622",1444.80495689126,-1.44217713619883,0.27849867503346,1.00589015188533e-08,1.25053700668315e-06
"47","ENSMUSG00000074639",964.158006147415,-1.81352216141322,0.357396194262641,1.6600817486782e-08,1.92624818904961e-06
"48","ENSMUSG00000082152",78.8643529625275,-1.35276464561318,0.480869235379651,0.00016694272113033,0.00473803004416145
"49","ENSMUSG00000083478",812.057618842619,-11.1401607581855,0.999211941382658,4.04182712667237e-27,5.41138470305635e-24
"50","ENSMUSG00000089936",23.7264229267888,-8.77681697492785,2.81921718042614,3.10401553319582e-10,5.87232503861666e-08
"51","ENSMUSG00000090113",41.713506226578,-1.24272977279758,0.489910664075681,0.000375406429433076,0.00901234331625199
"52","ENSMUSG00000090165",4777.90454431432,-5.35338503545146,0.46632005772655,7.77979254724074e-32,1.23097535713386e-28
"53","ENSMUSG00000096107",56.6113625540835,-1.81632352602282,0.383025983541824,9.51199286983058e-08,8.8532746470268e-06
"54","ENSMUSG00000097405",33.8193572095297,-1.77784091331549,0.468410360731408,6.23428035023654e-06,0.000316348832349466
"55","ENSMUSG00000098543",90.5520352072029,-11.0654032494309,3.07418171319773,1.61463540422532e-15,5.73525085929423e-13
"56","ENSMUSG00000099624",48.4644705033758,-10.0011774209857,2.96467204485942,1.20190405440541e-12,2.98844858098946e-10
"57","ENSMUSG00000103421",223.645145565747,-1.13533272362293,0.190703776048936,1.3321553228968e-10,2.6347912948885e-08
"58","ENSMUSG00000105960",52.0359541014463,-1.45448551000233,0.365282248445744,2.95929049835397e-06,0.000169429115538983
"59","ENSMUSG00000108431",61.8690370158456,-1.28395851330122,0.458851654471032,0.000178962195948201,0.00499973839563153
"60","ENSMUSG00000109645",14.001083949921,-5.63931799023188,1.51231695664037,7.47082502252309e-06,0.000365251993025321
"61","ENSMUSG00000109863",26.7357692610989,-1.17559908460185,0.576618643374617,0.001196508271973,0.0222231951190219
"62","ENSMUSG00000112289",87.7483828844726,-1.7699312356858,0.473512363489131,7.13325879400112e-06,0.000351712094361443
"63","ENSMUSG00000116305",150.267193070472,-1.48941810559606,0.311367653107034,7.61134067953161e-08,7.40085947079596e-06
